"Date","Site.Name","AQS_PARAMETER_DESC","COUNTY","aqiMean","latMean","longMean","Month","Year"
3-10-20,"Pitt Agri. Center","Ozone","Pitt",39,35.6412760008938,-77.360126,3,2020
3-10-20,"Pitt Agri. Center","PM2.5","Pitt",41.3333333333333,35.6412760008938,-77.360126,3,2020
3-10-20,"West Johnston Co.","Ozone","Johnston",36.5,35.59095,-78.4622,3,2020
3-10-20,"West Johnston Co.","PM2.5","Johnston",58.5,35.59095,-78.4622,3,2020
3-11-20,"Bryson City","Ozone","Swain",30,35.434767,-83.442133,3,2020
3-11-20,"Bryson City","PM2.5","Swain",38.5,35.434767,-83.442133,3,2020
3-11-20,"Castle Hayne","Ozone","New Hanover",41,34.364167,-77.838611,3,2020
3-11-20,"Castle Hayne","PM2.5","New Hanover",24.5,34.364167,-77.838611,3,2020
3-11-20,"Clemmons Middle","Ozone","Forsyth",35,36.026,-80.342,3,2020
3-11-20,"Clemmons Middle","PM2.5","Forsyth",47.5,36.026,-80.342,3,2020
3-11-20,"Durham Armory","Ozone","Durham",36,36.0329550008979,-78.904037,3,2020
3-11-20,"Durham Armory","PM2.5","Durham",44,36.0329550008979,-78.904037,3,2020
3-11-20,"Frying Pan Mountain","Ozone","Haywood",45,35.379167,-82.7925,3,2020
3-11-20,"Garinger High School","Ozone","Mecklenburg",32,35.2401000008895,-80.785683,3,2020
3-11-20,"Garinger High School","PM2.5","Mecklenburg",41.3333333333333,35.2401000008895,-80.785683,3,2020
3-11-20,"Hattie Avenue","Ozone","Forsyth",36.5,36.110693332,-80.2264378,3,2020
3-11-20,"Hattie Avenue","PM2.5","Forsyth",41,36.110693332,-80.2264378,3,2020
3-11-20,"Leggett","Ozone","Edgecombe",38,35.988278,-77.5843,3,2020
3-11-20,"Leggett","PM2.5","Edgecombe",39,35.988278,-77.5843,3,2020
3-11-20,"Linville Falls","Ozone","Avery",42,35.972347,-81.933072,3,2020
3-11-20,"Mendenhall School","Ozone","Guilford",37.5,36.1090060008986,-79.802314,3,2020
3-11-20,"Mendenhall School","PM2.5","Guilford",36,36.1090060008986,-79.802314,3,2020
3-11-20,"Millbrook School","Ozone","Wake",37,35.856111,-78.574167,3,2020
3-11-20,"Millbrook School","PM2.5","Wake",36.3333333333333,35.856111,-78.574167,3,2020
3-11-20,"Pitt Agri. Center","Ozone","Pitt",39.5,35.6412760008938,-77.360126,3,2020
3-11-20,"Pitt Agri. Center","PM2.5","Pitt",26,35.6412760008938,-77.360126,3,2020
3-11-20,"West Johnston Co.","Ozone","Johnston",37.5,35.59095,-78.4622,3,2020
3-11-20,"West Johnston Co.","PM2.5","Johnston",36,35.59095,-78.4622,3,2020
3-12-20,"Bryson City","Ozone","Swain",43,35.434767,-83.442133,3,2020
3-12-20,"Bryson City","PM2.5","Swain",23,35.434767,-83.442133,3,2020
3-12-20,"Castle Hayne","Ozone","New Hanover",40.5,34.364167,-77.838611,3,2020
3-12-20,"Castle Hayne","PM2.5","New Hanover",24.5,34.364167,-77.838611,3,2020
3-12-20,"Clemmons Middle","Ozone","Forsyth",42,36.026,-80.342,3,2020
3-12-20,"Clemmons Middle","PM2.5","Forsyth",31,36.026,-80.342,3,2020
3-12-20,"Durham Armory","Ozone","Durham",40.5,36.0329550008979,-78.904037,3,2020
3-12-20,"Durham Armory","PM2.5","Durham",32.6666666666667,36.0329550008979,-78.904037,3,2020
3-12-20,"Frying Pan Mountain","Ozone","Haywood",48,35.379167,-82.7925,3,2020
3-12-20,"Garinger High School","Ozone","Mecklenburg",39,35.2401000008895,-80.785683,3,2020
3-12-20,"Garinger High School","PM2.5","Mecklenburg",18.5,35.2401000008895,-80.785683,3,2020
3-12-20,"Hattie Avenue","Ozone","Forsyth",43.5,36.110693332,-80.2264378,3,2020
3-12-20,"Hattie Avenue","PM2.5","Forsyth",28,36.110693332,-80.2264378,3,2020
3-12-20,"Leggett","Ozone","Edgecombe",38.5,35.988278,-77.5843,3,2020
3-12-20,"Leggett","PM2.5","Edgecombe",18.5,35.988278,-77.5843,3,2020
3-12-20,"Linville Falls","Ozone","Avery",45.5,35.972347,-81.933072,3,2020
3-12-20,"Linville Falls","PM2.5","Avery",10,35.972347,-81.933072,3,2020
3-12-20,"Mendenhall School","Ozone","Guilford",43.5,36.1090060008986,-79.802314,3,2020
3-12-20,"Mendenhall School","PM2.5","Guilford",25,36.1090060008986,-79.802314,3,2020
3-12-20,"Millbrook School","Ozone","Wake",45,35.856111,-78.574167,3,2020
3-12-20,"Millbrook School","PM2.5","Wake",28.75,35.856111,-78.574167,3,2020
3-12-20,"Pitt Agri. Center","Ozone","Pitt",39,35.6412760008938,-77.360126,3,2020
3-12-20,"Pitt Agri. Center","PM2.5","Pitt",19.6666666666667,35.6412760008938,-77.360126,3,2020
3-12-20,"West Johnston Co.","Ozone","Johnston",39,35.59095,-78.4622,3,2020
3-12-20,"West Johnston Co.","PM2.5","Johnston",29.5,35.59095,-78.4622,3,2020
4-01-20,"Bryson City","Ozone","Swain",45.5,35.434767,-83.442133,4,2020
4-01-20,"Bryson City","PM2.5","Swain",22.5,35.434767,-83.442133,4,2020
4-01-20,"Castle Hayne","Ozone","New Hanover",44,34.364167,-77.838611,4,2020
4-01-20,"Castle Hayne","PM2.5","New Hanover",7,34.364167,-77.838611,4,2020
4-01-20,"Clemmons Middle","Ozone","Forsyth",46,36.026,-80.342,4,2020
4-01-20,"Clemmons Middle","PM2.5","Forsyth",28,36.026,-80.342,4,2020
4-01-20,"Durham Armory","Ozone","Durham",45.5,36.0329550008979,-78.904037,4,2020
4-01-20,"Durham Armory","PM2.5","Durham",12,36.0329550008979,-78.904037,4,2020
4-01-20,"Frying Pan Mountain","Ozone","Haywood",50,35.379167,-82.7925,4,2020
4-01-20,"Garinger High School","Ozone","Mecklenburg",46.5,35.2401000008895,-80.785683,4,2020
4-01-20,"Garinger High School","PM2.5","Mecklenburg",21.3333333333333,35.2401000008895,-80.785683,4,2020
4-01-20,"Hattie Avenue","Ozone","Forsyth",46.5,36.110693332,-80.2264378,4,2020
4-01-20,"Hattie Avenue","PM2.5","Forsyth",23.5,36.110693332,-80.2264378,4,2020
4-01-20,"Leggett","Ozone","Edgecombe",45.5,35.988278,-77.5843,4,2020
4-01-20,"Leggett","PM2.5","Edgecombe",25.5,35.988278,-77.5843,4,2020
4-01-20,"Linville Falls","Ozone","Avery",45,35.972347,-81.933072,4,2020
4-01-20,"Mendenhall School","Ozone","Guilford",48,36.1090060008986,-79.802314,4,2020
4-01-20,"Mendenhall School","PM2.5","Guilford",19.5,36.1090060008986,-79.802314,4,2020
4-01-20,"Millbrook School","Ozone","Wake",46,35.856111,-78.574167,4,2020
4-01-20,"Millbrook School","PM2.5","Wake",32.75,35.856111,-78.574167,4,2020
4-01-20,"Pitt Agri. Center","Ozone","Pitt",46,35.6412760008938,-77.360126,4,2020
4-01-20,"Pitt Agri. Center","PM2.5","Pitt",22.5,35.6412760008938,-77.360126,4,2020
4-01-20,"West Johnston Co.","Ozone","Johnston",45.5,35.59095,-78.4622,4,2020
4-01-20,"West Johnston Co.","PM2.5","Johnston",22.5,35.59095,-78.4622,4,2020
4-02-20,"Bryson City","Ozone","Swain",44.5,35.434767,-83.442133,4,2020
4-02-20,"Bryson City","PM2.5","Swain",36.5,35.434767,-83.442133,4,2020
4-02-20,"Castle Hayne","Ozone","New Hanover",41,34.364167,-77.838611,4,2020
4-02-20,"Castle Hayne","PM2.5","New Hanover",12.5,34.364167,-77.838611,4,2020
4-02-20,"Clemmons Middle","Ozone","Forsyth",49,36.026,-80.342,4,2020
4-02-20,"Clemmons Middle","PM2.5","Forsyth",37,36.026,-80.342,4,2020
4-02-20,"Durham Armory","Ozone","Durham",42,36.0329550008979,-78.904037,4,2020
4-02-20,"Durham Armory","PM2.5","Durham",30.5,36.0329550008979,-78.904037,4,2020
4-02-20,"Frying Pan Mountain","Ozone","Haywood",61,35.379167,-82.7925,4,2020
4-02-20,"Frying Pan Mountain","PM2.5","Haywood",32,35.379167,-82.7925,4,2020
4-02-20,"Garinger High School","Ozone","Mecklenburg",44,35.2401000008895,-80.785683,4,2020
4-02-20,"Garinger High School","PM2.5","Mecklenburg",31.5,35.2401000008895,-80.785683,4,2020
4-02-20,"Hattie Avenue","Ozone","Forsyth",46.5,36.110693332,-80.2264378,4,2020
4-02-20,"Hattie Avenue","PM2.5","Forsyth",27.75,36.110693332,-80.2264378,4,2020
4-02-20,"Leggett","Ozone","Edgecombe",41,35.988278,-77.5843,4,2020
4-02-20,"Leggett","PM2.5","Edgecombe",25.5,35.988278,-77.5843,4,2020
4-02-20,"Linville Falls","Ozone","Avery",48,35.972347,-81.933072,4,2020
4-02-20,"Linville Falls","PM2.5","Avery",25,35.972347,-81.933072,4,2020
4-02-20,"Mendenhall School","Ozone","Guilford",48.5,36.1090060008986,-79.802314,4,2020
4-02-20,"Mendenhall School","PM2.5","Guilford",29.5,36.1090060008986,-79.802314,4,2020
4-02-20,"Millbrook School","Ozone","Wake",42,35.856111,-78.574167,4,2020
4-02-20,"Millbrook School","PM2.5","Wake",36.8,35.856111,-78.574167,4,2020
4-02-20,"Pitt Agri. Center","Ozone","Pitt",41,35.6412760008938,-77.360126,4,2020
4-02-20,"Pitt Agri. Center","PM2.5","Pitt",27,35.6412760008938,-77.360126,4,2020
4-02-20,"West Johnston Co.","Ozone","Johnston",41.5,35.59095,-78.4622,4,2020
4-02-20,"West Johnston Co.","PM2.5","Johnston",29,35.59095,-78.4622,4,2020
4-03-20,"Bryson City","Ozone","Swain",44.5,35.434767,-83.442133,4,2020
4-03-20,"Bryson City","PM2.5","Swain",44.5,35.434767,-83.442133,4,2020
4-03-20,"Castle Hayne","Ozone","New Hanover",40,34.364167,-77.838611,4,2020
4-03-20,"Castle Hayne","PM2.5","New Hanover",24,34.364167,-77.838611,4,2020
4-03-20,"Clemmons Middle","Ozone","Forsyth",51,36.026,-80.342,4,2020
4-03-20,"Clemmons Middle","PM2.5","Forsyth",56,36.026,-80.342,4,2020
4-03-20,"Durham Armory","Ozone","Durham",46,36.0329550008979,-78.904037,4,2020
4-03-20,"Durham Armory","PM2.5","Durham",46,36.0329550008979,-78.904037,4,2020
4-03-20,"Frying Pan Mountain","Ozone","Haywood",67,35.379167,-82.7925,4,2020
4-03-20,"Garinger High School","Ozone","Mecklenburg",51,35.2401000008895,-80.785683,4,2020
4-03-20,"Garinger High School","PM2.5","Mecklenburg",39.3333333333333,35.2401000008895,-80.785683,4,2020
4-03-20,"Hattie Avenue","Ozone","Forsyth",50.5,36.110693332,-80.2264378,4,2020
4-03-20,"Hattie Avenue","PM2.5","Forsyth",41,36.110693332,-80.2264378,4,2020
4-03-20,"Leggett","Ozone","Edgecombe",44,35.988278,-77.5843,4,2020
4-03-20,"Leggett","PM2.5","Edgecombe",32.5,35.988278,-77.5843,4,2020
4-03-20,"Linville Falls","Ozone","Avery",48.5,35.972347,-81.933072,4,2020
4-03-20,"Mendenhall School","Ozone","Guilford",52.5,36.1090060008986,-79.802314,4,2020
4-03-20,"Mendenhall School","PM2.5","Guilford",30,36.1090060008986,-79.802314,4,2020
4-03-20,"Millbrook School","Ozone","Wake",45.5,35.856111,-78.574167,4,2020
4-03-20,"Millbrook School","PM2.5","Wake",48.25,35.856111,-78.574167,4,2020
4-03-20,"Pitt Agri. Center","Ozone","Pitt",42.5,35.6412760008938,-77.360126,4,2020
4-03-20,"Pitt Agri. Center","PM2.5","Pitt",36,35.6412760008938,-77.360126,4,2020
4-03-20,"West Johnston Co.","Ozone","Johnston",45.5,35.59095,-78.4622,4,2020
4-03-20,"West Johnston Co.","PM2.5","Johnston",35,35.59095,-78.4622,4,2020
4-04-20,"Bryson City","Ozone","Swain",50.5,35.434767,-83.442133,4,2020
4-04-20,"Bryson City","PM2.5","Swain",31.5,35.434767,-83.442133,4,2020
4-04-20,"Castle Hayne","Ozone","New Hanover",57,34.364167,-77.838611,4,2020
4-04-20,"Castle Hayne","PM2.5","New Hanover",16.5,34.364167,-77.838611,4,2020
4-04-20,"Clemmons Middle","Ozone","Forsyth",58.5,36.026,-80.342,4,2020
4-04-20,"Clemmons Middle","PM2.5","Forsyth",48,36.026,-80.342,4,2020
4-04-20,"Durham Armory","Ozone","Durham",58,36.0329550008979,-78.904037,4,2020
4-04-20,"Durham Armory","PM2.5","Durham",38,36.0329550008979,-78.904037,4,2020
4-04-20,"Frying Pan Mountain","Ozone","Haywood",55.5,35.379167,-82.7925,4,2020
4-04-20,"Garinger High School","Ozone","Mecklenburg",54,35.2401000008895,-80.785683,4,2020
4-04-20,"Garinger High School","PM2.5","Mecklenburg",31.3333333333333,35.2401000008895,-80.785683,4,2020
4-04-20,"Hattie Avenue","Ozone","Forsyth",60.5,36.110693332,-80.2264378,4,2020
4-04-20,"Hattie Avenue","PM2.5","Forsyth",38.5,36.110693332,-80.2264378,4,2020
4-04-20,"Leggett","Ozone","Edgecombe",52,35.988278,-77.5843,4,2020
4-04-20,"Leggett","PM2.5","Edgecombe",33,35.988278,-77.5843,4,2020
4-04-20,"Linville Falls","Ozone","Avery",59,35.972347,-81.933072,4,2020
4-04-20,"Mendenhall School","Ozone","Guilford",61.5,36.1090060008986,-79.802314,4,2020
4-04-20,"Mendenhall School","PM2.5","Guilford",32,36.1090060008986,-79.802314,4,2020
4-04-20,"Millbrook School","Ozone","Wake",57.5,35.856111,-78.574167,4,2020
4-04-20,"Millbrook School","PM2.5","Wake",41.25,35.856111,-78.574167,4,2020
4-04-20,"Pitt Agri. Center","Ozone","Pitt",54.5,35.6412760008938,-77.360126,4,2020
4-04-20,"Pitt Agri. Center","PM2.5","Pitt",30,35.6412760008938,-77.360126,4,2020
4-04-20,"West Johnston Co.","Ozone","Johnston",57.5,35.59095,-78.4622,4,2020
4-04-20,"West Johnston Co.","PM2.5","Johnston",29,35.59095,-78.4622,4,2020
4-05-20,"Bryson City","Ozone","Swain",44,35.434767,-83.442133,4,2020
4-05-20,"Bryson City","PM2.5","Swain",26.5,35.434767,-83.442133,4,2020
4-05-20,"Castle Hayne","Ozone","New Hanover",47,34.364167,-77.838611,4,2020
4-05-20,"Castle Hayne","PM2.5","New Hanover",7.5,34.364167,-77.838611,4,2020
4-05-20,"Clemmons Middle","Ozone","Forsyth",43.5,36.026,-80.342,4,2020
4-05-20,"Clemmons Middle","PM2.5","Forsyth",34,36.026,-80.342,4,2020
4-05-20,"Durham Armory","Ozone","Durham",41.5,36.0329550008979,-78.904037,4,2020
4-05-20,"Durham Armory","PM2.5","Durham",27,36.0329550008979,-78.904037,4,2020
4-05-20,"Frying Pan Mountain","Ozone","Haywood",47.5,35.379167,-82.7925,4,2020
4-05-20,"Frying Pan Mountain","PM2.5","Haywood",15,35.379167,-82.7925,4,2020
4-05-20,"Garinger High School","Ozone","Mecklenburg",41,35.2401000008895,-80.785683,4,2020
4-05-20,"Garinger High School","PM2.5","Mecklenburg",21.5,35.2401000008895,-80.785683,4,2020
4-05-20,"Hattie Avenue","Ozone","Forsyth",44,36.110693332,-80.2264378,4,2020
4-05-20,"Hattie Avenue","PM2.5","Forsyth",22.6666666666667,36.110693332,-80.2264378,4,2020
4-05-20,"Leggett","Ozone","Edgecombe",38,35.988278,-77.5843,4,2020
4-05-20,"Leggett","PM2.5","Edgecombe",29.5,35.988278,-77.5843,4,2020
4-05-20,"Linville Falls","Ozone","Avery",46,35.972347,-81.933072,4,2020
4-05-20,"Linville Falls","PM2.5","Avery",19,35.972347,-81.933072,4,2020
4-05-20,"Mendenhall School","Ozone","Guilford",43,36.1090060008986,-79.802314,4,2020
4-05-20,"Mendenhall School","PM2.5","Guilford",18.5,36.1090060008986,-79.802314,4,2020
4-05-20,"Millbrook School","Ozone","Wake",42,35.856111,-78.574167,4,2020
4-05-20,"Millbrook School","PM2.5","Wake",32.4,35.856111,-78.574167,4,2020
4-05-20,"Pitt Agri. Center","Ozone","Pitt",46,35.6412760008938,-77.360126,4,2020
4-05-20,"Pitt Agri. Center","PM2.5","Pitt",26.3333333333333,35.6412760008938,-77.360126,4,2020
4-05-20,"West Johnston Co.","Ozone","Johnston",43,35.59095,-78.4622,4,2020
4-05-20,"West Johnston Co.","PM2.5","Johnston",27.5,35.59095,-78.4622,4,2020
4-06-20,"Bryson City","Ozone","Swain",37.5,35.434767,-83.442133,4,2020
4-06-20,"Bryson City","PM2.5","Swain",30,35.434767,-83.442133,4,2020
4-06-20,"Castle Hayne","Ozone","New Hanover",48.5,34.364167,-77.838611,4,2020
4-06-20,"Castle Hayne","PM2.5","New Hanover",8,34.364167,-77.838611,4,2020
4-06-20,"Clemmons Middle","Ozone","Forsyth",49,36.026,-80.342,4,2020
4-06-20,"Clemmons Middle","PM2.5","Forsyth",38.5,36.026,-80.342,4,2020
4-06-20,"Durham Armory","Ozone","Durham",44.5,36.0329550008979,-78.904037,4,2020
4-06-20,"Durham Armory","PM2.5","Durham",36.5,36.0329550008979,-78.904037,4,2020
4-06-20,"Frying Pan Mountain","Ozone","Haywood",52,35.379167,-82.7925,4,2020
4-06-20,"Garinger High School","Ozone","Mecklenburg",47,35.2401000008895,-80.785683,4,2020
4-06-20,"Garinger High School","PM2.5","Mecklenburg",34.25,35.2401000008895,-80.785683,4,2020
4-06-20,"Hattie Avenue","Ozone","Forsyth",50,36.110693332,-80.2264378,4,2020
4-06-20,"Hattie Avenue","PM2.5","Forsyth",36,36.110693332,-80.2264378,4,2020
4-06-20,"Leggett","Ozone","Edgecombe",46.5,35.988278,-77.5843,4,2020
4-06-20,"Leggett","PM2.5","Edgecombe",24.5,35.988278,-77.5843,4,2020
4-06-20,"Linville Falls","Ozone","Avery",48.5,35.972347,-81.933072,4,2020
4-06-20,"Mendenhall School","Ozone","Guilford",56.5,36.1090060008986,-79.802314,4,2020
4-06-20,"Mendenhall School","PM2.5","Guilford",31.5,36.1090060008986,-79.802314,4,2020
4-06-20,"Millbrook School","Ozone","Wake",46,35.856111,-78.574167,4,2020
4-06-20,"Millbrook School","PM2.5","Wake",39,35.856111,-78.574167,4,2020
4-06-20,"Pitt Agri. Center","Ozone","Pitt",47.5,35.6412760008938,-77.360126,4,2020
4-06-20,"Pitt Agri. Center","PM2.5","Pitt",25,35.6412760008938,-77.360126,4,2020
4-06-20,"West Johnston Co.","Ozone","Johnston",51,35.59095,-78.4622,4,2020
4-06-20,"West Johnston Co.","PM2.5","Johnston",43.5,35.59095,-78.4622,4,2020
4-07-20,"Bryson City","Ozone","Swain",36.5,35.434767,-83.442133,4,2020
4-07-20,"Bryson City","PM2.5","Swain",24,35.434767,-83.442133,4,2020
4-07-20,"Castle Hayne","Ozone","New Hanover",40.5,34.364167,-77.838611,4,2020
4-07-20,"Castle Hayne","PM2.5","New Hanover",11.5,34.364167,-77.838611,4,2020
4-07-20,"Clemmons Middle","Ozone","Forsyth",37,36.026,-80.342,4,2020
4-07-20,"Clemmons Middle","PM2.5","Forsyth",44,36.026,-80.342,4,2020
4-07-20,"Durham Armory","Ozone","Durham",38.5,36.0329550008979,-78.904037,4,2020
4-07-20,"Durham Armory","PM2.5","Durham",41.5,36.0329550008979,-78.904037,4,2020
4-07-20,"Frying Pan Mountain","Ozone","Haywood",43,35.379167,-82.7925,4,2020
4-07-20,"Garinger High School","Ozone","Mecklenburg",35,35.2401000008895,-80.785683,4,2020
4-07-20,"Garinger High School","PM2.5","Mecklenburg",44,35.2401000008895,-80.785683,4,2020
4-07-20,"Hattie Avenue","Ozone","Forsyth",39,36.110693332,-80.2264378,4,2020
4-07-20,"Hattie Avenue","PM2.5","Forsyth",39,36.110693332,-80.2264378,4,2020
4-07-20,"Leggett","Ozone","Edgecombe",38,35.988278,-77.5843,4,2020
4-07-20,"Leggett","PM2.5","Edgecombe",20,35.988278,-77.5843,4,2020
4-07-20,"Linville Falls","Ozone","Avery",39.5,35.972347,-81.933072,4,2020
4-07-20,"Mendenhall School","Ozone","Guilford",40,36.1090060008986,-79.802314,4,2020
4-07-20,"Mendenhall School","PM2.5","Guilford",31.5,36.1090060008986,-79.802314,4,2020
4-07-20,"Millbrook School","Ozone","Wake",38.5,35.856111,-78.574167,4,2020
4-07-20,"Millbrook School","PM2.5","Wake",44.25,35.856111,-78.574167,4,2020
4-07-20,"Pitt Agri. Center","Ozone","Pitt",42,35.6412760008938,-77.360126,4,2020
4-07-20,"Pitt Agri. Center","PM2.5","Pitt",20.5,35.6412760008938,-77.360126,4,2020
4-07-20,"West Johnston Co.","Ozone","Johnston",38,35.59095,-78.4622,4,2020
4-07-20,"West Johnston Co.","PM2.5","Johnston",32,35.59095,-78.4622,4,2020
4-08-20,"Bryson City","Ozone","Swain",32,35.434767,-83.442133,4,2020
4-08-20,"Bryson City","PM2.5","Swain",16,35.434767,-83.442133,4,2020
4-08-20,"Castle Hayne","Ozone","New Hanover",37.5,34.364167,-77.838611,4,2020
4-08-20,"Castle Hayne","PM2.5","New Hanover",8.5,34.364167,-77.838611,4,2020
4-08-20,"Clemmons Middle","Ozone","Forsyth",38,36.026,-80.342,4,2020
4-08-20,"Clemmons Middle","PM2.5","Forsyth",36,36.026,-80.342,4,2020
4-08-20,"Durham Armory","Ozone","Durham",36.5,36.0329550008979,-78.904037,4,2020
4-08-20,"Durham Armory","PM2.5","Durham",27,36.0329550008979,-78.904037,4,2020
4-08-20,"Frying Pan Mountain","Ozone","Haywood",42.5,35.379167,-82.7925,4,2020
4-08-20,"Frying Pan Mountain","PM2.5","Haywood",8,35.379167,-82.7925,4,2020
4-08-20,"Garinger High School","Ozone","Mecklenburg",37.5,35.2401000008895,-80.785683,4,2020
4-08-20,"Garinger High School","PM2.5","Mecklenburg",25.5,35.2401000008895,-80.785683,4,2020
4-08-20,"Hattie Avenue","Ozone","Forsyth",38,36.110693332,-80.2264378,4,2020
4-08-20,"Hattie Avenue","PM2.5","Forsyth",27,36.110693332,-80.2264378,4,2020
4-08-20,"Leggett","Ozone","Edgecombe",37,35.988278,-77.5843,4,2020
4-08-20,"Leggett","PM2.5","Edgecombe",21.5,35.988278,-77.5843,4,2020
4-08-20,"Linville Falls","Ozone","Avery",37.5,35.972347,-81.933072,4,2020
4-08-20,"Linville Falls","PM2.5","Avery",12,35.972347,-81.933072,4,2020
4-08-20,"Mendenhall School","Ozone","Guilford",41,36.1090060008986,-79.802314,4,2020
4-08-20,"Mendenhall School","PM2.5","Guilford",22.5,36.1090060008986,-79.802314,4,2020
4-08-20,"Millbrook School","Ozone","Wake",39.5,35.856111,-78.574167,4,2020
4-08-20,"Millbrook School","PM2.5","Wake",30,35.856111,-78.574167,4,2020
4-08-20,"Pitt Agri. Center","Ozone","Pitt",36,35.6412760008938,-77.360126,4,2020
4-08-20,"Pitt Agri. Center","PM2.5","Pitt",22,35.6412760008938,-77.360126,4,2020
4-08-20,"West Johnston Co.","Ozone","Johnston",40,35.59095,-78.4622,4,2020
4-08-20,"West Johnston Co.","PM2.5","Johnston",27.5,35.59095,-78.4622,4,2020
4-09-20,"Bryson City","Ozone","Swain",37,35.434767,-83.442133,4,2020
4-09-20,"Bryson City","PM2.5","Swain",16.5,35.434767,-83.442133,4,2020
4-09-20,"Castle Hayne","Ozone","New Hanover",34.5,34.364167,-77.838611,4,2020
4-09-20,"Castle Hayne","PM2.5","New Hanover",10.5,34.364167,-77.838611,4,2020
4-09-20,"Clemmons Middle","Ozone","Forsyth",43,36.026,-80.342,4,2020
4-09-20,"Clemmons Middle","PM2.5","Forsyth",20.3333333333333,36.026,-80.342,4,2020
4-09-20,"Durham Armory","Ozone","Durham",40.5,36.0329550008979,-78.904037,4,2020
4-09-20,"Durham Armory","PM2.5","Durham",32.5,36.0329550008979,-78.904037,4,2020
4-09-20,"Frying Pan Mountain","Ozone","Haywood",43,35.379167,-82.7925,4,2020
4-09-20,"Garinger High School","Ozone","Mecklenburg",33,35.2401000008895,-80.785683,4,2020
4-09-20,"Garinger High School","PM2.5","Mecklenburg",29.25,35.2401000008895,-80.785683,4,2020
4-09-20,"Hattie Avenue","Ozone","Forsyth",43.5,36.110693332,-80.2264378,4,2020
4-09-20,"Hattie Avenue","PM2.5","Forsyth",25,36.110693332,-80.2264378,4,2020
4-09-20,"Leggett","Ozone","Edgecombe",35,35.988278,-77.5843,4,2020
4-09-20,"Leggett","PM2.5","Edgecombe",22,35.988278,-77.5843,4,2020
4-09-20,"Linville Falls","Ozone","Avery",42,35.972347,-81.933072,4,2020
4-09-20,"Mendenhall School","Ozone","Guilford",45,36.1090060008986,-79.802314,4,2020
4-09-20,"Mendenhall School","PM2.5","Guilford",22.5,36.1090060008986,-79.802314,4,2020
4-09-20,"Millbrook School","Ozone","Wake",38.5,35.856111,-78.574167,4,2020
4-09-20,"Millbrook School","PM2.5","Wake",36,35.856111,-78.574167,4,2020
4-09-20,"Pitt Agri. Center","Ozone","Pitt",31,35.6412760008938,-77.360126,4,2020
4-09-20,"Pitt Agri. Center","PM2.5","Pitt",26.6666666666667,35.6412760008938,-77.360126,4,2020
4-09-20,"West Johnston Co.","Ozone","Johnston",34,35.59095,-78.4622,4,2020
4-09-20,"West Johnston Co.","PM2.5","Johnston",30,35.59095,-78.4622,4,2020
4-10-20,"Bryson City","Ozone","Swain",44.5,35.434767,-83.442133,4,2020
4-10-20,"Bryson City","PM2.5","Swain",25,35.434767,-83.442133,4,2020
4-10-20,"Castle Hayne","Ozone","New Hanover",42.5,34.364167,-77.838611,4,2020
4-10-20,"Castle Hayne","PM2.5","New Hanover",11.5,34.364167,-77.838611,4,2020
4-10-20,"Clemmons Middle","Ozone","Forsyth",51.5,36.026,-80.342,4,2020
4-10-20,"Clemmons Middle","PM2.5","Forsyth",33,36.026,-80.342,4,2020
4-10-20,"Durham Armory","Ozone","Durham",52.5,36.0329550008979,-78.904037,4,2020
4-10-20,"Durham Armory","PM2.5","Durham",34.5,36.0329550008979,-78.904037,4,2020
4-10-20,"Frying Pan Mountain","Ozone","Haywood",49.5,35.379167,-82.7925,4,2020
4-10-20,"Garinger High School","Ozone","Mecklenburg",57.5,35.2401000008895,-80.785683,4,2020
4-10-20,"Garinger High School","PM2.5","Mecklenburg",28.3333333333333,35.2401000008895,-80.785683,4,2020
4-10-20,"Hattie Avenue","Ozone","Forsyth",55,36.110693332,-80.2264378,4,2020
4-10-20,"Hattie Avenue","PM2.5","Forsyth",29,36.110693332,-80.2264378,4,2020
4-10-20,"Leggett","Ozone","Edgecombe",50,35.988278,-77.5843,4,2020
4-10-20,"Leggett","PM2.5","Edgecombe",26.5,35.988278,-77.5843,4,2020
4-10-20,"Linville Falls","Ozone","Avery",47,35.972347,-81.933072,4,2020
4-10-20,"Mendenhall School","Ozone","Guilford",58,36.1090060008986,-79.802314,4,2020
4-10-20,"Mendenhall School","PM2.5","Guilford",22.5,36.1090060008986,-79.802314,4,2020
4-10-20,"Millbrook School","Ozone","Wake",50.5,35.856111,-78.574167,4,2020
4-10-20,"Millbrook School","PM2.5","Wake",39.5,35.856111,-78.574167,4,2020
4-10-20,"Pitt Agri. Center","Ozone","Pitt",50,35.6412760008938,-77.360126,4,2020
4-10-20,"Pitt Agri. Center","PM2.5","Pitt",25.5,35.6412760008938,-77.360126,4,2020
4-10-20,"West Johnston Co.","Ozone","Johnston",48.5,35.59095,-78.4622,4,2020
4-10-20,"West Johnston Co.","PM2.5","Johnston",32.5,35.59095,-78.4622,4,2020
4-11-20,"Bryson City","Ozone","Swain",45,35.434767,-83.442133,4,2020
4-11-20,"Bryson City","PM2.5","Swain",28,35.434767,-83.442133,4,2020
4-11-20,"Castle Hayne","Ozone","New Hanover",48.5,34.364167,-77.838611,4,2020
4-11-20,"Castle Hayne","PM2.5","New Hanover",17.5,34.364167,-77.838611,4,2020
